ID,Lat,Long,_Prod_IDWmean,_Prod_Krigmean
"1",7671184.470,407849.035,7.21021530958765,7.24691247940063
"2",7671184.470,407858.999,7.36586809158325,7.2273973120786
"3",7671184.470,407868.962,7.33285427093506,7.20959119583362
"4",7671174.530,407849.035,7.44785006535026,7.25247105381262
"5",7671174.530,407858.999,7.35764169692993,7.23809996986381
"6",7671174.530,407868.962,7.35214233398438,7.21337378611827
"7",7671174.530,407878.925,7.63986253738403,7.18811574621316
"8",7671164.589,407839.072,7.46960063895998,7.27255618467855
"9",7671164.589,407849.035,7.749342607066,7.26292753932846
"10",7671164.589,407858.999,7.42135261905958,7.24962487738939
"11",7671164.589,407868.962,7.32046785954194,7.22386866637707
"12",7671164.589,407878.925,7.2328634262085,7.19001745445383
"13",7671164.589,407888.889,7.21538496017456,7.15822832146079
"14",7671154.649,407829.109,7.50467348098755,7.31897344053424
"15",7671154.649,407839.072,7.36506609001216,7.30736199790009
"16",7671154.649,407849.035,7.50408770359412,7.2817002214704
"17",7671154.649,407858.999,7.37180972682606,7.27082978411059
"18",7671154.649,407868.962,7.30234003067017,7.2440453051564
"19",7671154.649,407878.925,7.3011051628304,7.20515217491185
"20",7671154.649,407888.889,7.35708405253969,7.16183607724124
"21",7671154.649,407898.852,6.60044956207275,7.12895810313826
"22",7671144.708,407829.109,7.5479958305758,7.41121959077951
"23",7671144.708,407839.072,7.41468811035156,7.35891404173521
"24",7671144.708,407849.035,7.36409854888916,7.31946671283878
"25",7671144.708,407858.999,7.54245662689209,7.29581930132435
"26",7671144.708,407868.962,7.67462403817152,7.26916930995421
"27",7671144.708,407878.925,7.40247342679105,7.22812582376802
"28",7671144.708,407888.889,7.29901962296613,7.17718632290172
"29",7671144.708,407898.852,7.26709318161011,7.13853471539948
"30",7671144.708,407908.816,7.23631191253662,7.10846515479195
"31",7671144.708,407918.779,7.28862714767456,7.0766277186286
"32",7671134.768,407819.145,7.62278938293457,7.64307320450177
"33",7671134.768,407829.109,7.38876295089722,7.52544523082513
"34",7671134.768,407839.072,7.30597740362949,7.43575294978961
"35",7671134.768,407849.035,7.37631171881032,7.37296512494276
"36",7671134.768,407858.999,7.39696192946035,7.3225898856692
"37",7671134.768,407868.962,7.44130392663517,7.28319759523723
"38",7671134.768,407878.925,7.35578703055462,7.24188458714296
"39",7671134.768,407888.889,7.23638916015625,7.20118408976504
"40",7671134.768,407898.852,7.28264419518286,7.16139780369526
"41",7671134.768,407908.816,7.26961643965696,7.11916580068124
"42",7671134.768,407918.779,7.62386490532621,7.07749021644609
"43",7671134.768,407928.742,7.32364702224731,7.03456603945264
"44",7671124.827,407809.182,7.83772277832031,7.85484464401199
"45",7671124.827,407819.145,7.66503858566284,7.77728529312048
"46",7671124.827,407829.109,7.44500398635864,7.65905893166098
"47",7671124.827,407839.072,7.5841007232666,7.53623005094805
"48",7671124.827,407849.035,7.43729847404926,7.43491553654205
"49",7671124.827,407858.999,7.42409610748291,7.34492660956604
"50",7671124.827,407868.962,7.32206583023071,7.28624401437822
"51",7671124.827,407878.925,7.50161504745483,7.24594528299084
"52",7671124.827,407888.889,7.37471989144381,7.21542471515087
"53",7671124.827,407898.852,7.38619422912598,7.18370124711614
"54",7671124.827,407908.816,7.346266746521,7.13789071373195
"55",7671124.827,407918.779,7.25500774383545,7.08796487862316
"56",7671124.827,407928.742,7.29349136352539,7.02850899501888
"57",7671124.827,407938.706,7.30844783782959,6.96873627027025
"58",7671114.886,407799.219,8.08830261230469,8.16511821746826
"59",7671114.886,407809.182,7.96756871104554,8.02878820035118
"60",7671114.886,407819.145,7.91041157867985,7.92408120787386
"61",7671114.886,407829.109,7.77441291532501,7.80009669898499
"62",7671114.886,407839.072,7.70719337463379,7.65481530189011
"63",7671114.886,407849.035,7.67078761383511,7.51077588078675
"64",7671114.886,407858.999,7.43736785067643,7.3824058985531
"65",7671114.886,407868.962,6.985593070432,7.30700921031089
"66",7671114.886,407878.925,7.26494667384342,7.26296031899161
"67",7671114.886,407888.889,7.29278516769409,7.22672174200652
"68",7671114.886,407898.852,7.18062353134155,7.20822664406354
"69",7671114.886,407908.816,7.24207448959351,7.16613914851427
"70",7671114.886,407918.779,7.23328744152521,7.10655601412387
"71",7671114.886,407928.742,7.05249714454152,7.02692164996081
"72",7671114.886,407938.706,7.14369583129883,6.94690717520041
"73",7671104.946,407799.219,8.1689395904541,8.24206655126412
"74",7671104.946,407809.182,8.02494879090563,8.17023188664072
"75",7671104.946,407819.145,8.02063751220703,8.07155234158884
"76",7671104.946,407829.109,7.88081932067871,7.933994727876
"77",7671104.946,407839.072,7.73219776153564,7.78075239034393
"78",7671104.946,407849.035,7.64811765403749,7.61800249841011
"79",7671104.946,407858.999,7.58031606674194,7.46461406036637
"80",7671104.946,407868.962,7.40233516693115,7.36194659362221
"81",7671104.946,407878.925,7.40865993499756,7.3044602911646
"82",7671104.946,407888.889,7.39925384521484,7.2811007794468
"83",7671104.946,407898.852,7.34759902954102,7.26209001320252
"84",7671104.946,407908.816,7.31144298686523,7.2017930832154
"85",7671104.946,407918.779,7.29924297332764,7.13412229910752
"86",7671104.946,407928.742,7.06303448249845,7.03699036908255
"87",7671104.946,407938.706,6.91736698150635,6.93858863363342
"88",7671104.946,407948.669,7.15675640106201,6.8725138342668
"89",7671095.005,407789.255,8.22550392150879,8.35239208093805
"90",7671095.005,407799.219,8.09402216652902,8.33538872272845
"91",7671095.005,407809.182,8.14952754974365,8.28085882519055
