ID,Lat,Long,_Declivmean,_IPTmean,_IRTmean,_Rugosmean,_Sombrmean
"1",7623973.059,523833.486,971416.5,0.25,7.61577320098877,9,154
"2",7623973.059,523843.460,991247.391058447,0.468729496365116,7.01420575855404,6.37524604361861,140.876230218093
"3",7623963.100,523833.486,971416.5,0.25,7.61577320098877,9,154
"4",7623963.100,523843.460,991280.572959656,0.469095483981025,7.01319918999459,6.3708541922277,140.854270961138
"5",7623963.100,523853.434,994082.5,0.5,6.92820310592651,6,139
"6",7623953.141,523823.512,748459.790336682,-0.543639363837968,6.07412356404392,6.27895075255554,144.022819426037
"7",7623953.141,523833.486,748822.365670681,-0.542348736353139,6.0766306163451,6.28337576107495,144.039044457275
"8",7623953.141,523843.460,1114702.30165235,-1.11522140645094,8.6429298383853,7.62234600950057,145.172630763982
"9",7623953.141,523853.434,1165290.0699317,-1.19237532231503,8.99636816150474,7.80520034380269,145.318201203309
"10",7623953.141,523863.409,1165010.17362578,-1.18960856614222,8.99298705073194,7.80224913721837,145.307871980264
"11",7623953.141,523873.383,1552020.50928159,-0.951044701204629,11.1734352471512,11.6715744167126,159.40111670997
"12",7623953.141,523883.357,1554159.50295495,-0.946789664991405,11.1850989823022,11.6944965685567,159.509172385739
"13",7623943.182,523813.537,682720.612406833,-0.359734013935728,5.62707821458454,5.76420801238731,149.13059167793
"14",7623943.182,523823.512,725603.1875,-0.625,5.91607999801636,6,143
"15",7623943.182,523833.486,725603.1875,-0.625,5.91607999801636,6,143
"16",7623943.182,523843.460,1128477.38942472,-1.2844953153295,8.8209057373847,7.758654174212,145.637981261318
"17",7623943.182,523853.434,1183765.125,-1.375,9.21954441070557,8,146
"18",7623943.182,523863.409,1183765.125,-1.375,9.21954441070557,8,146
"19",7623943.182,523873.383,1592511.78018689,-1.12639423802432,11.4331090846006,11.977692191611,158.927499622736
"20",7623943.182,523883.357,1594804.125,-1.125,11.4455232620239,12,159
"21",7623943.182,523893.331,1589866.4316435,-0.960696383581776,11.3142367685364,11.6713927671636,160.314428931346
"22",7623933.223,523813.537,682989.090880759,-0.361394786568163,5.62888759188078,5.76568425472726,149.092209377091
"23",7623933.223,523823.512,725603.1875,-0.625,5.91607999801636,6,143
"24",7623933.223,523833.486,725603.1875,-0.625,5.91607999801636,6,143
"25",7623933.223,523843.460,1129142.80720771,-1.28558458813109,8.82570356929904,7.76155890168291,145.642338352524
"26",7623933.223,523853.434,1183765.125,-1.375,9.21954441070557,8,146
"27",7623933.223,523863.409,1183765.125,-1.375,9.21954441070557,8,146
"28",7623933.223,523873.383,1593118.58840231,-1.12602516829163,11.4363952502791,11.983597307334,158.946691248835
"29",7623933.223,523883.357,1594804.125,-1.125,11.4455232620239,12,159
"30",7623933.223,523893.331,1589800.34610956,-0.958497362412409,11.3124796448363,11.6669947248248,160.332021100701
"31",7623933.223,523903.306,1549725.75,0.375,10.2469511032104,9,171
"32",7623923.265,523803.563,579109.578529426,-0.528483088934816,5.33779241780387,5.82278647114785,174.759505298035
"33",7623923.265,523813.537,965999.074695232,-1.46844797947655,8.4169520036035,7.84857392182979,172.444830097565
"34",7623923.265,523823.512,1082816.48453277,-1.75228077945084,9.34582108927576,8.45952170062002,171.694419840567
"35",7623923.265,523833.486,1082176.13290072,-1.750259980973,9.33967282905262,8.45511268575928,171.642981333858
"36",7623923.265,523843.460,1525113.17395557,-1.14862874389004,10.9931268569409,10.9359183807368,172.79658826231
"37",7623923.265,523853.434,1583591.1626199,-1.06921763463153,11.2110918856971,11.2616785639303,172.908848152425
"38",7623923.265,523863.409,1582869.94233589,-1.06976921562838,11.2074994622419,11.2557950332972,172.860309024702
"39",7623923.265,523873.383,1891071.39894481,-1.12489830263823,13.0720804079047,13.6184839875864,172.81020647845
"40",7623923.265,523883.357,1891359.31472542,-1.125,13.0740853313479,13.6219925860316,172.786936981268
"41",7623923.265,523893.331,1847719.79540541,-0.853819884130619,12.8505665056842,13.2816229586715,173.109478850229
"42",7623923.265,523903.306,1507847.12580373,1.28404788930151,11.1089363325529,10.616085136536,175.848255409608
"43",7623923.265,523913.280,1507923.84387302,1.28238259106655,11.1073572490988,10.6131246063405,175.839373819022
"44",7623923.265,523923.254,1355950.72944907,0.930205722571417,10.0936257970947,9.83290248927264,176.235660766071
"45",7623913.306,523803.563,586728.1875,-0.75,5.47722578048706,6,176
"46",7623913.306,523813.537,1028362.52185425,-1.71076691423473,9.02997172772634,8.30584059416334,177.537227062776
"47",7623913.306,523823.512,1161313.875,-2,10.0995044708252,9,178
"48",7623913.306,523833.486,1161313.875,-2,10.0995044708252,9,178
"49",7623913.306,523843.460,1614473.10330676,-1.11627464488403,11.4802360028595,11.6511760653479,178.883725355116
"50",7623913.306,523853.434,1674096.75,-1,11.6619033813477,12,179
"51",7623913.306,523863.409,1674096.75,-1,11.6619033813477,12,179
"52",7623913.306,523873.383,1960137.42997946,-1.12485401795087,13.4515312995551,13.9976642872139,176.003503569179
"53",7623913.306,523883.357,1960471.875,-1.125,13.4536237716675,14,176
"54",7623913.306,523893.331,1907760.34996293,-0.825873935465246,13.2097744414298,13.6581416405317,176.113952786489
"55",7623913.306,523903.306,1497898.5,1.5,11.3137083053589,11,177
"56",7623913.306,523913.280,1497898.5,1.5,11.3137083053589,11,177
"57",7623913.306,523923.254,1332126.34643736,1.013236066004,10.1526422445923,10.083738477184,177.229065380704
"58",7623913.306,523933.228,774209.25,-0.625,6.24499797821045,7,178
"59",7623913.306,523943.203,774209.25,-0.625,6.24499797821045,7,178
"60",7623903.347,523793.589,586728.1875,-0.75,5.47722578048706,6,176
"61",7623903.347,523803.563,586728.1875,-0.75,5.47722578048706,6,176
"62",7623903.347,523813.537,1029205.23506494,-1.71260022045219,9.03675096953582,8.31024052908525,177.540160352723
"63",7623903.347,523823.512,1161313.875,-2,10.0995044708252,9,178
"64",7623903.347,523833.486,1161313.875,-2,10.0995044708252,9,178
"65",7623903.347,523843.460,1615223.36135961,-1.11481153429781,11.4825219652454,11.6555653971066,178.885188465702
"66",7623903.347,523853.434,1674096.75,-1,11.6619033813477,12,179
"67",7623903.347,523863.409,1674203.84826543,-1.00004674736739,11.6625734470384,12.0007479578782,178.998878063183
"68",7623903.347,523873.383,1960454.96463661,-1.1249926187883,13.4535179711274,13.9998819006128,176.000177149081
"69",7623903.347,523883.357,1960471.875,-1.125,13.4536237716675,14,176
"70",7623903.347,523893.331,1907077.82988387,-0.822000787324082,13.2066170282448,13.6537151855132,176.115428271496
"71",7623903.347,523903.306,1497898.5,1.5,11.3137083053589,11,177
"72",7623903.347,523913.280,1497898.5,1.5,11.3137083053589,11,177
"73",7623903.347,523923.254,1331065.3198382,1.0101205277765,10.1452108277508,10.0778739346381,177.23053151634
"74",7623903.347,523933.228,774209.25,-0.625,6.24499797821045,7,178
"75",7623903.347,523943.203,774209.25,-0.625,6.24499797821045,7,178
"76",7623903.347,523953.177,792565.614471522,-0.625,6.13130510255227,6.65434277691026,174.197770546013
"77",7623903.347,524013.023,862375.892244448,0.587059180526851,6.21863396097128,6,173.665301971591
"78",7623893.388,523793.589,1102907.53161229,-1.57921464422793,9.20569050295539,8.94831873503264,178.211239051275
"79",7623893.388,523803.563,1101881.69564804,-1.57756669334838,9.19828068842602,8.94245935412757,178.206844515596
"80",7623893.388,523813.537,1499013.765083,-0.911834465111702,10.8252091930587,10.6847357543549,179.74549092937
"81",7623893.388,523823.512,1616004.72342764,-0.717829398874119,11.3068224882093,11.1980067447872,180.198006744787
"82",7623893.388,523833.486,1615092.64621688,-0.720401341084152,11.3044006949104,11.1935977009986,180.193597700999
"83",7623893.388,523843.460,1737763.07196284,0.00191585964359761,11.8935171229737,12.5549956696323,180.428752329213
"84",7623893.388,523853.434,1753438.4384046,0.09237547239135,11.9686005964966,12.7282503149276,180.456500629855
"85",7623893.388,523863.409,1753253.88611924,0.0902882571383582,11.9684190549584,12.7274629960109,180.445274774302
"86",7623893.388,523873.383,1770186.64410737,0.144268116655185,12.3690426987503,13.2747039333399,176
"87",7623893.388,523883.357,1770572.69555946,0.141693020326217,12.3712431012521,13.2761754169564,176
"88",7623893.388,523893.331,1716901.75710164,0.308606769808152,12.1595480534216,13.0115017190247,176.116887121749
"89",7623893.388,523903.306,1308857.70058229,1.59010842108716,10.5447178480072,11,177
"90",7623893.388,523913.280,1309244.07397499,1.58992425186828,10.5462895587325,11,177
"91",7623893.388,523923.254,1185403.35487114,1.17997710244197,9.39066190510559,9.90530645986695,177.232026401081
"92",7623893.388,523933.228,774209.25,-0.177228156390859,5.56188047578665,6.28356505022538,178
"93",7623893.388,523943.203,774209.25,-0.17815550860802,5.56329523765588,6.28504881377283,178
"94",7623893.388,523953.177,826254.392216605,-0.426719528118049,6.04137302532987,6.68233264003254,177.153420684859
"95",7623893.388,523963.151,923951.589018705,-0.891997067237036,6.93592994837683,7.42398435859752,175.543906151585
"96",7623893.388,523973.126,923750.335014861,-0.891441023252152,6.93380602455905,7.42101879067815,175.526112744069
"97",7623893.388,523983.100,947782.362244362,-0.320419682048119,6.92936888951726,7.41808113481133,176.929559814452
"98",7623893.388,523993.074,975667.847882194,0.34434212943523,6.9255068681582,7.41508765483939,178.584912345161
"99",7623893.388,524003.048,975362.069934833,0.345454217404997,6.92441212262473,7.41212208692001,178.58787791308
"100",7623893.388,524013.023,878237.315324189,0.362961826902258,6.07737322055309,6.18883151478568,176.714390693585
"101",7623893.388,524022.997,807518.057247038,0.375,5.4593885186222,5.29690185940924,175.327883265317
"102",7623893.388,524032.971,807685.882051517,0.375,5.46071482195271,5.29839778498038,175.314419935177
"103",7623893.388,524042.945,732055.155511078,0.349042599955386,5.14737298659151,5.29987927935021,169.829173719639
"104",7623893.388,524052.920,698745.975028131,0.337330396157833,5.00972626334934,5.30135683073733,167.410854645899
"105",7623893.388,524062.894,699103.698750681,0.337143157079777,5.01184944095566,5.30285474336179,167.422837946894
"106",7623893.388,524072.868,635109.670079635,-0.0537102647377226,4.76820858751183,5.30433356296952,166.943194567464
"107",7623893.388,524082.842,619731.351480488,-0.145624475120722,4.71023832526548,5.30583403317237,166.835004199034
"108",7623893.388,524092.817,619697.457105576,-0.144521100700732,4.71085242551446,5.30730519906569,166.843831194394
"109",7623893.388,524162.637,1537909.8965541,-1.04556123821459,10.8839224267322,11.3177550471416,179.682244952858
"110",7623883.430,523783.615,1178345.35433384,-1.57566152059522,9.49144545320948,9.31579776136051,174.552685448843
"111",7623883.430,523793.589,1287031.5,-1.875,10.5356540679932,10,179
"112",7623883.430,523803.563,1287031.5,-1.875,10.5356540679932,10,179
"113",7623883.430,523813.537,1669579.0635592,-0.618851490994981,11.472304979397,11.54602893416,180.54602893416
"114",7623883.430,523823.512,1781909.125,-0.25,11.7473402023315,12,181
"115",7623883.430,523833.486,1781909.125,-0.25,11.7473402023315,12,181
"116",7623883.430,523843.460,1782918.04564429,0.416100777482531,12.0454920234476,12.8881343699767,181
"117",7623883.430,523853.434,1783045.125,0.5,12.0830459594727,13,181
"118",7623883.430,523863.409,1782768.74448627,0.500406784109176,12.0826398736547,13,180.983728635633
"119",7623883.430,523873.383,1698116.625,0.625,11.9582605361938,13,176
"120",7623883.430,523883.357,1698116.625,0.625,11.9582605361938,13,176
"121",7623883.430,523893.331,1643371.48019017,0.743378406749859,11.7556784520613,12.7632431865003,176.11837840675
"122",7623883.430,523903.306,1235657.75,1.625,10.2469511032104,11,177
"123",7623883.430,523913.280,1235657.75,1.625,10.2469511032104,11,177
"124",7623883.430,523923.254,1127914.57831302,1.24558029446114,9.08990811302685,9.83255475218812,177.233489049562
"125",7623883.430,523933.228,774209.25,0,5.29150247573853,6,178
"126",7623883.430,523943.203,774209.25,0,5.29150247573853,6,178
"127",7623883.430,523953.177,840038.201582942,-0.348609707769628,6.00858106436958,6.69721941553926,178.34860970777
"128",7623883.430,523963.151,963042.0625,-1,7.34846925735474,8,179
"129",7623883.430,523973.126,963042.0625,-1,7.34846925735474,8,179
"130",7623883.430,523983.100,996863.884095644,-0.478314142308828,7.25246014587993,8,178.536279237608
"131",7623883.430,523993.074,1035977.8125,0.125,7.14142847061157,8,178
"132",7623883.430,524003.048,1035977.8125,0.125,7.14142847061157,8,178
"133",7623883.430,524013.023,884457.241103238,0.269708526063708,6.01543622890866,6.26349768723551,178
"134",7623883.430,524022.997,774209.25,0.375,5.1961522102356,5,178
"135",7623883.430,524032.971,774209.25,0.375,5.1961522102356,5,178
"136",7623883.430,524042.945,671896.757725668,0.375,4.77035158090698,5,168.978453422914
"137",7623883.430,524052.920,626777.5,0.375,4.58257579803467,5,165
"138",7623883.430,524062.894,626777.5,0.375,4.58257579803467,5,165
"139",7623883.430,524072.868,626777.5,-0.231809413833375,4.58257579803467,5,165
"140",7623883.430,524082.842,626777.5,-0.375,4.58257579803467,5,165
"141",7623883.430,524092.817,626777.5,-0.375,4.58257579803467,5,165
"142",7623883.430,524102.791,847488.553372722,-0.375,6.26511458420025,6.84838663114937,172.393546524597
