ID,Lat,Long,_Declivmean,_IPTmean,_IRTmean,_Rugosmean,_Sombrmean
"183",7671055.243,407898.852,545075.169884477,0.59845419683579,4.41851850361267,4.21236642531368,46.2889305444633
"184",7671055.243,407908.816,576281.1875,0.5,4.69041585922241,5,1
"185",7671055.243,407918.779,576281.1875,0.5,4.69041585922241,5,1
"186",7671055.243,407928.742,612105.109810721,0.766038651169238,5.04920363701121,5,1
"187",7671055.243,407938.706,626777.5,0.875,5.1961522102356,5,1
"188",7671055.243,407948.669,626777.5,0.875,5.1961522102356,5,1
"189",7671055.243,407958.632,464341.709022663,0.265469684368936,3.41132374373058,3.37458582498383,1
"190",7671055.243,407968.596,426907.46875,0.125,3,3,1
"191",7671055.243,407978.559,426907.46875,0.125,3,3,1
"192",7671055.243,407988.522,456222.071412218,0.353989696981697,3.290015341163,3,1
"193",7671045.302,407749.402,294545.198266417,0.0737795943421756,2.1579290966492,2.08431953639106,74.2544370887154
"194",7671045.302,407759.365,402492.25,0.875,3.87298345565796,3,1
"195",7671045.302,407769.329,402492.25,0.875,3.87298345565796,3,1
"196",7671045.302,407779.292,439612.30283597,0.68741378399963,3.91990290836606,3.18758621600037,1
"197",7671045.302,407789.255,600374.875,-0.125,4.12310552597046,4,1
"198",7671045.302,407799.219,600374.875,-0.125,4.12310552597046,4,1
"199",7671045.302,407809.182,555323.311289676,-0.415847408404781,4.25674126383937,3.70915259159522,1
"200",7671045.302,407819.145,445477.28125,-1.125,4.58257579803467,3,1
"201",7671045.302,407829.109,445477.28125,-1.125,4.58257579803467,3,1
"202",7671045.302,407839.072,465798.672407463,-0.92794969869379,4.30292502829485,3,55.385883160514
"203",7671045.302,407849.035,497041.25,-0.625,3.87298345565796,3,139
"204",7671045.302,407858.999,497041.25,-0.625,3.87298345565796,3,139
"205",7671045.302,407868.962,497041.25,0.0588834179278845,3.93615764364198,3,127.560495554661
"206",7671045.302,407878.925,497041.25,0.75,4,3,116
"207",7671045.302,407888.889,497041.25,0.75,4,3,116
"208",7671045.302,407898.852,544635.52589591,0.599841262507591,4.4146878950623,4.20126989993928,46.9269807534916
"209",7671045.302,407908.816,576281.1875,0.5,4.69041585922241,5,1
"210",7671045.302,407918.779,576281.1875,0.5,4.69041585922241,5,1
"211",7671045.302,407928.742,611824.912289618,0.763957824566035,5.04639737126882,5,1
"212",7671045.302,407938.706,626777.5,0.875,5.1961522102356,5,1
"213",7671045.302,407948.669,626777.5,0.875,5.1961522102356,5,1
"214",7671045.302,407958.632,465451.476228467,0.269634017556597,3.4235177564429,3.38569071348426,1
"215",7671045.302,407968.596,426907.46875,0.125,3,3,1
"216",7671045.302,407978.559,426907.46875,0.125,3,3,1
"217",7671045.302,407988.522,456044.440161128,0.352602138472708,3.28825799897829,3,1
"218",7671035.362,407749.402,289843.715336836,0.133603449300042,2.20386549113276,2.07876759796448,63.1317545492347
"219",7671035.362,407759.365,406455.847436274,0.773536710932756,3.75760658577226,3,1
"220",7671035.362,407769.329,406592.017538472,0.77005092140349,3.75364279267365,3,1
"221",7671035.362,407779.292,439219.653864987,0.580581792140245,3.83218069997002,3.18203239475664,1
"222",7671035.362,407789.255,584742.21548175,-0.259307448599056,4.20538589923454,4,1
"223",7671035.362,407799.219,584254.243261628,-0.26349984489575,4.20795427452393,4,1
"224",7671035.362,407809.182,548004.250292272,-0.450951936214168,4.2708416126358,3.76911297827823,5.84278614189443
"225",7671035.362,407819.145,458715.35144617,-0.904697276711461,4.41790327171302,3.19582464292315,18.42839322016
"226",7671035.362,407829.109,459091.847626626,-0.898431776330119,4.41321991709505,3.20139397659545,18.924063916995
"227",7671035.362,407839.072,474054.516729919,-0.718023562801135,4.16763854964984,3.12635469605967,65.8661870503597
"228",7671035.362,407849.035,497041.25,-0.439013121419331,3.78607297704046,3,139
"229",7671035.362,407858.999,497041.25,-0.434144566623545,3.78379793252815,3,139
"230",7671035.362,407868.962,486618.319210867,0.136758454999076,3.8455754367424,3,121.294261689152
"231",7671035.362,407878.925,475363.669044413,0.721340811436944,3.90956334951804,3,102.702136506742
"232",7671035.362,407888.889,474836.532239647,0.720643901891674,3.9073641886861,3,102.378770477737
