"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.343017649909658,0.25,0.580700446132401,0.305867015922212,0.445292087319959,0.00571341547020643,0.0102822596013,0.00371570272680597
0.343017649909658,0.5,0.570157849005089,0.327958571630925,0.437187688631512,0.00537260113312203,0.0102392715000044,0.00357858187448223
0.343017649909658,1,0.561611719401881,0.344011476686214,0.429719327469596,0.0051153255071071,0.0103629961747621,0.00349369069948535
