"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.460101549959856,0.562103749838729,0.318659871228205,0.00869860978350648,0.0149876318408951,0.00558272171822244
7,2,"optimal",0.451273200857063,0.574267069406369,0.316955810810358,0.00821511591776579,0.0146999490848228,0.00536449617408549
9,2,"optimal",0.448017548349402,0.579038423992268,0.317836473356966,0.00792136989201152,0.0146498114814229,0.00520707932993161
