"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.43448145722038,0.607806418853158,0.295190928014287,0.00626029747658658,0.0127616685449751,0.00376252018489319
7,2,"optimal",0.429833541350822,0.613200461374896,0.297698886360416,0.00593655917152167,0.0123402423915394,0.00350097682393518
9,2,"optimal",0.429464499563417,0.613319458183628,0.299821316314575,0.00587650501060801,0.0122750143988938,0.00361761279262977
