"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.472684702807321,0.538567012865119,0.329761826490632,0.00791191900007001,0.0139393488777889,0.0055568929360621
7,2,"optimal",0.462984206084177,0.552180157085218,0.328168129185744,0.0075248290451557,0.0136451631223961,0.00520506708969825
9,2,"optimal",0.459362136106887,0.557648827389592,0.329331331234001,0.00735428285029582,0.0136932318052213,0.00499922813329933
