"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.453649503798651,0.573504424130303,0.31293904773685,0.00736492808444989,0.0146583951022231,0.00466575660839443
7,2,"optimal",0.447650874931996,0.580872807583138,0.313834942676588,0.00709788295728242,0.0144420196043475,0.00447441022609234
9,2,"optimal",0.446279087474002,0.582281966849718,0.31658315945585,0.00694742399217114,0.0143767939415172,0.0045018661204388
