"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.295531606672649,0.25,0.580181947171325,0.302977819640524,0.443574318805235,0.00592008997565925,0.00989634761457226,0.0040143527375112
0.295531606672649,0.5,0.57113773499239,0.321276337484964,0.436685622289116,0.00589008915931414,0.0105106975432713,0.00406037779957866
0.295531606672649,1,0.56328474009054,0.3381574389588,0.430338835322324,0.00584030290163829,0.0112936894170445,0.00408218384099053
