"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.22879753764312,0.819657494171178,0.150073224825669,0.00580020873811333,0.0102370192572834,0.00349708090212487
7,2,"optimal",0.224713148827311,0.82584341028837,0.151047094171155,0.00563777841856737,0.00989832440459161,0.00341775321008296
9,2,"optimal",0.22377568743632,0.827491796713555,0.15297233017917,0.00554970540323842,0.00973855513404408,0.00338446982172059
