"sigma","C","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.488230300328765,0.25,0.289609064870281,0.711385705855911,0.222735661183458,0.00407389864931811,0.00895765758378039,0.00272766593439002
0.488230300328765,0.5,0.28190846913573,0.72608987087675,0.216601866209314,0.00386487864599978,0.00822001716258208,0.00271418325019242
0.488230300328765,1,0.275936362456615,0.737351102920968,0.211516580246337,0.00370586433136063,0.00775097266466744,0.00265388837907489
