"kmax","distance","kernel","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,2,"optimal",0.225555027599992,0.824879924627855,0.147929911108043,0.005446000847089,0.00948312635146742,0.00318637587900357
7,2,"optimal",0.220116700918972,0.83276819532738,0.147649376337677,0.00512374196212938,0.00884956056588511,0.00309347571952137
9,2,"optimal",0.217869840577508,0.836153930102163,0.148530082034963,0.00497866122431096,0.00857524668380481,0.00308293281775076
